?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBbt_0001860>	"nucleus of pedigree Cpppaa"	
<http://purl.obolibrary.org/obo/WBbt_0001924>	"nucleus of pedigree Dappaa"	
<http://purl.obolibrary.org/obo/WBbt_0006039>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0004888>	"Male specific interneuron, project into preanal ganglion"	
<http://purl.obolibrary.org/obo/WBbt_0007799>	"post-embryonic cell of pedigree Z4.paaappp"	
<http://purl.obolibrary.org/obo/WBbt_0006762>	"adult vulval toroid cell, A, formed by fusion of precursors of lineage names P5.paaa, P5.paap, P7.pppa and P7.pppp"	
<http://purl.obolibrary.org/obo/WBbt_0007256>	"post-embryonic cell of pedigree P5.ppa"	
<http://purl.obolibrary.org/obo/WBbt_0005938>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007948>		
<http://purl.obolibrary.org/obo/WBbt_0003233>	"nucleus of pedigree P3.app"	
<http://purl.obolibrary.org/obo/WBbt_0003514>	"nucleus of pedigree Z4.apa"	
<http://purl.obolibrary.org/obo/WBbt_0006169>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006036>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007492>	"post-embryonic cell of pedigree V6L.papppa"	
<http://purl.obolibrary.org/obo/WBbt_0003128>	"nucleus of pedigree V6L.papp"	
<http://purl.obolibrary.org/obo/WBbt_0005192>		
<http://purl.obolibrary.org/obo/WBbt_0001245>	"nucleus of pedigree ABarappaaap"	
<http://purl.obolibrary.org/obo/WBbt_0008065>	"nucleus of pedigree Z4.p."	
<http://purl.obolibrary.org/obo/WBbt_0007758>	"post-embryonic cell of pedigree Z4.apaa"	
<http://purl.obolibrary.org/obo/WBbt_0002691>	"nucleus of pedigree TL.apappapp"	
<http://purl.obolibrary.org/obo/WBbt_0005419>		
<http://purl.obolibrary.org/obo/WBbt_0007949>		
<http://purl.obolibrary.org/obo/WBbt_0003893>		
<http://purl.obolibrary.org/obo/WBbt_0005348>	"A pair of neuronal ganglia in the adult male tail, lying on either side of the proctodeum, but not found in the hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0006037>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006953>	"male sensory organ, eighth from most anterior."	
<http://purl.obolibrary.org/obo/WBbt_0004930>	"Neuron, presynaptic in ring, ending in head"	
<http://purl.obolibrary.org/obo/WBbt_0005191>		
<http://purl.obolibrary.org/obo/WBbt_0001253>	"nucleus of pedigree ABarappp"	
<http://purl.obolibrary.org/obo/WBbt_0001834>	"nucleus of pedigree Cpaapa"	
<http://purl.obolibrary.org/obo/WBbt_0005547>		
<http://purl.obolibrary.org/obo/WBbt_0001621>	"nucleus of pedigree ABplapaaaapp"	
<http://purl.obolibrary.org/obo/WBbt_0007214>	"post-embryonic cell of pedigree P10.ap"	
<http://purl.obolibrary.org/obo/WBbt_0001711>	"nucleus of pedigree ABpraaappap"	
<http://purl.obolibrary.org/obo/WBbt_0001443>	"nucleus of pedigree ABplppp"	
<http://purl.obolibrary.org/obo/WBbt_0004636>	"Anterior daughter cell of H2L.ppp, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0001482>	"nucleus of pedigree ABpraaapapap"	
<http://purl.obolibrary.org/obo/WBbt_0004893>	"Male specific motor neuron in ventral cord"	
<http://purl.obolibrary.org/obo/WBbt_0005659>	"Phasmid neuron, probably chemosensory"	"ISBN:0-87969-307-X"
<http://purl.obolibrary.org/obo/WBbt_0007941>		
<http://purl.obolibrary.org/obo/WBbt_0005546>		
<http://purl.obolibrary.org/obo/WBbt_0004575>	"Germ line precursor cell"	
<http://purl.obolibrary.org/obo/WBbt_0002149>	"nucleus of pedigree E.alppp"	
<http://purl.obolibrary.org/obo/WBbt_0007608>	"post-embryonic cell of pedigree Z1.papa"	
<http://purl.obolibrary.org/obo/WBbt_0004338>	"Pharyngeal muscle cell"	
<http://purl.obolibrary.org/obo/WBbt_0003681>	"the feeding organ, a neuro-muscular pump in the head of the animal, used to ingest food, bacteria suspended in liquid, filter them out, grind them up and transport posteriorly into the instestine."	"WBPaper:00038216"
<http://purl.obolibrary.org/obo/WBbt_0002852>	"nucleus of pedigree B_beta.rv"	
<http://purl.obolibrary.org/obo/WBbt_0001402>	"nucleus of pedigree ABplpaapap"	
<http://purl.obolibrary.org/obo/WBbt_0002902>	"nucleus of pedigree TR.p"	
<http://purl.obolibrary.org/obo/WBbt_0005081>	"Ventral uterus; cell of pedigree Z4.aaaapv (5R)."	
<http://purl.obolibrary.org/obo/WBbt_0001887>	"nucleus of pedigree SM2L.pp"	
<http://purl.obolibrary.org/obo/WBbt_0002358>	"nucleus of pedigree MSappapa"	
<http://purl.obolibrary.org/obo/WBbt_0001381>	"nucleus of pedigree ABplapppaap"	
<http://purl.obolibrary.org/obo/WBbt_0004022>	"Post-embryonic cell of pedigree V6L.ppppaapa, male sensory rays, neuron, darkly staining tip, open to outside."	
<http://purl.obolibrary.org/obo/WBbt_0002788>	"nucleus of pedigree SM2L.aap"	
<http://purl.obolibrary.org/obo/WBbt_0005545>		
<http://purl.obolibrary.org/obo/WBbt_0007942>		
<http://purl.obolibrary.org/obo/WBbt_0002497>	"nucleus of pedigree P5.pa"	
<http://purl.obolibrary.org/obo/WBbt_0004576>	"Germ line precursor cell"	
<http://purl.obolibrary.org/obo/WBbt_0004348>	"Intestinal cell of the eighth intestinal ring, left side."	
<http://purl.obolibrary.org/obo/WBbt_0005739>	"anterior-most body region containing the pharynx."	
<http://purl.obolibrary.org/obo/WBbt_0001372>	"nucleus of pedigree ABplappa"	
<http://purl.obolibrary.org/obo/WBbt_0003332>	"nucleus of pedigree Z1.paapap"	
<http://purl.obolibrary.org/obo/WBbt_0004337>	"Pharyngeal muscle cell"	
<http://purl.obolibrary.org/obo/WBbt_0007853>	"male-specific, bi-nucleated hypodermal cell formed by the sisters of T."	
<http://purl.obolibrary.org/obo/WBbt_0005416>		
<http://purl.obolibrary.org/obo/WBbt_0005549>		
<http://purl.obolibrary.org/obo/WBbt_0001263>	"nucleus of pedigree ABarpa"	
<http://purl.obolibrary.org/obo/WBbt_0005391>	"Bilaterally symmetric chemosensory specializations located on the two lateral lips in the head involving a large hole in the anterior cuticle."	
<http://purl.obolibrary.org/obo/WBbt_0007585>	"post-embryonic cell of pedigree Z1.appap"	
<http://purl.obolibrary.org/obo/WBbt_0004895>	"Male specific motor neuron in ventral cord"	
<http://purl.obolibrary.org/obo/WBbt_0007943>		
<http://purl.obolibrary.org/obo/WBbt_0007703>	"post-embryonic cell of pedigree Z4.aaapav"	
<http://purl.obolibrary.org/obo/WBbt_0002181>	"nucleus of pedigree MSapaapp"	
<http://purl.obolibrary.org/obo/WBbt_0002247>	"nucleus of pedigree ABaraaaaaap"	
<http://purl.obolibrary.org/obo/WBbt_0004819>	"Neuron class of one male-specific neuron, cell body in dorsorectal ganglion."	
<http://purl.obolibrary.org/obo/WBbt_0007022>	"cell, anterior descendent of Z1, in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0001561>	"nucleus of pedigree ABprpaapapp"	
<http://purl.obolibrary.org/obo/WBbt_0004810>	"Cell of male proctodeum, post-embryonic pedigree B.pppa."	
<http://purl.obolibrary.org/obo/WBbt_0004336>	"Pharyngeal muscle cell"	
<http://purl.obolibrary.org/obo/WBbt_0001810>	"nucleus of pedigree Capappa"	
<http://purl.obolibrary.org/obo/WBbt_0005837>	"neuron that senses soluable chemicals"	
<http://purl.obolibrary.org/obo/WBbt_0005548>		
<http://purl.obolibrary.org/obo/WBbt_0003206>	"nucleus of pedigree W.pa"	
<http://purl.obolibrary.org/obo/WBbt_0003031>	"nucleus of pedigree V3R.ppppp"	
<http://purl.obolibrary.org/obo/WBbt_0007945>		
<http://purl.obolibrary.org/obo/WBbt_0003571>	"nucleus of pedigree Z4.appaapapa"	
<http://purl.obolibrary.org/obo/WBbt_0007006>	"cell, which is the anterior descendent of TR.ap."	
<http://purl.obolibrary.org/obo/WBbt_0007631>	"post-embryonic cell of pedigree Z1.ppaaa[a/l]"	
<http://purl.obolibrary.org/obo/WBbt_0005841>	"Neuron class of two interneurons with cell bodies situated in the lateral ganglia."	
<http://purl.obolibrary.org/obo/WBbt_0002926>	"nucleus of pedigree ABalapapapp"	
<http://purl.obolibrary.org/obo/WBbt_0002286>	"nucleus of pedigree MSpapaapp"	
<http://purl.obolibrary.org/obo/WBbt_0001441>	"nucleus of pedigree ABplppappa"	
<http://purl.obolibrary.org/obo/WBbt_0007944>		
<http://purl.obolibrary.org/obo/WBbt_0002224>	"nucleus of pedigree M.vrap"	
<http://purl.obolibrary.org/obo/WBbt_0004335>	"Pharyngeal muscle cell"	
<http://purl.obolibrary.org/obo/WBbt_0005009>	"Ring motor neuron/interneuron"	
<http://purl.obolibrary.org/obo/WBbt_0004968>	"Male specific sensory /motor neuron, innervates spicule protractor muscle"	
<http://purl.obolibrary.org/obo/WBbt_0001067>	"nucleus of pedigree ABalapapp"	
<http://purl.obolibrary.org/obo/WBbt_0006652>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005198>		
<http://purl.obolibrary.org/obo/WBbt_0004340>	"Postembryonic intestinal cell nucleus, the posterior one from nuclear division of any of 10-14 cells in mid-section of intestine."	
<http://purl.obolibrary.org/obo/WBbt_0003120>	"nucleus of pedigree V6L.papa"	
<http://purl.obolibrary.org/obo/WBbt_0006795>	"Essensially a modified rectum, junction between the alimentary and genital tracts in the male."	
<http://purl.obolibrary.org/obo/WBbt_0001820>	"nucleus of pedigree Cappp"	
<http://purl.obolibrary.org/obo/WBbt_0003637>		
<http://purl.obolibrary.org/obo/WBbt_0007635>	"post-embryonic cell of pedigree Z1.ppaaa[p/r]a"	
<http://purl.obolibrary.org/obo/WBbt_0007328>	"post-embryonic cell of pedigree SM2R.ap"	
<http://purl.obolibrary.org/obo/WBbt_0008067>	"nucleus of pedigree Z1.a."	
<http://purl.obolibrary.org/obo/WBbt_0006968>	"male sensory organ, most posterior, right."	
<http://purl.obolibrary.org/obo/WBbt_0001747>	"nucleus of pedigree B.arpa"	
<http://purl.obolibrary.org/obo/WBbt_0005676>	"nucleus of pedigree Z1.ppaaa(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0002361>	"nucleus of pedigree MSapppa"	
<http://purl.obolibrary.org/obo/WBbt_0006653>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002319>	"nucleus of pedigree MSaap"	
<http://purl.obolibrary.org/obo/WBbt_0007746>	"Post-embryonic cell of pedigree Z4.aappap."	
<http://purl.obolibrary.org/obo/WBbt_0006520>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008323>	"post-embryonic cell of pedigree Z1.ppaap that follows the 5R configuration of development."	
<http://purl.obolibrary.org/obo/WBbt_0007514>	"post-embryonic cell of pedigree V6L.ppppaap"	
<http://purl.obolibrary.org/obo/WBbt_0003030>	"nucleus of pedigree V3R.ppppa"	
<http://purl.obolibrary.org/obo/WBbt_0007461>		
<http://purl.obolibrary.org/obo/WBbt_0006952>	"male sensory organ, seventh from most anterior."	
<http://purl.obolibrary.org/obo/WBbt_0006993>	"cell, posterior daughter of P6.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0005197>		
<http://purl.obolibrary.org/obo/WBbt_0005657>	"Interneuron, processes in ventral cord and ring, few synapses, left side"	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0007792>	"post-embryonic cell of pedigree Z4.paaa"	
<http://purl.obolibrary.org/obo/WBbt_0007839>	"Male specific neuron, large cell body in preanal ganglion, synaptic inputs from ray neurons, class two."	
<http://purl.obolibrary.org/obo/WBbt_0008577>	"Post-embryonic cell of pedigree Z4.aapa, in male."	
<http://purl.obolibrary.org/obo/WBbt_0006650>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0007342>	"post-embryonic cell of pedigree SM3L.app"	
<http://purl.obolibrary.org/obo/WBbt_0001892>	"nucleus of pedigree ABarpaaapap"	
<http://purl.obolibrary.org/obo/WBbt_0002266>	"nucleus of pedigree ABarapapppp"	
<http://purl.obolibrary.org/obo/WBbt_0007307>	"Diagonal tail muscle cell of pedigree SM1R.paa."	
<http://purl.obolibrary.org/obo/WBbt_0004430>	"Quadrant outer labial sheath"	
<http://purl.obolibrary.org/obo/WBbt_0002505>	"nucleus of pedigree P5.ppa"	
<http://purl.obolibrary.org/obo/WBbt_0003146>	"nucleus of pedigree V6L.pppapp"	
<http://purl.obolibrary.org/obo/WBbt_0004986>	"Vas deferens cell of pedigree Z4.aaaapa."	
<http://purl.obolibrary.org/obo/WBbt_0007462>		
<http://purl.obolibrary.org/obo/WBbt_0004967>	"Male specific sensory /motor neuron, innervates spicule protractor muscle"	
<http://purl.obolibrary.org/obo/WBbt_0005189>	"A cluster of nerve cells and associated glial cells (nuclear location)."	"WB:rynl"
<http://purl.obolibrary.org/obo/WBbt_0004278>	"PostembrAnterior daughter cell of V3L, fuses into postembryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0001966>	"nucleus of pedigree ABplppapppa"	
<http://purl.obolibrary.org/obo/WBbt_0005199>		
<http://purl.obolibrary.org/obo/WBbt_0002432>	"nucleus of pedigree MSppppp"	
<http://purl.obolibrary.org/obo/WBbt_0003636>		
<http://purl.obolibrary.org/obo/WBbt_0008297>	"post-embryonic cell of pedigree Z4.aap in male."	
<http://purl.obolibrary.org/obo/WBbt_0001734>	"nucleus of pedigree B.ara"	
<http://purl.obolibrary.org/obo/WBbt_0006651>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002071>	"nucleus of pedigree H2L.pppa"	
<http://purl.obolibrary.org/obo/WBbt_0001194>	"nucleus of pedigree ABaraaapa"	
<http://purl.obolibrary.org/obo/WBbt_0004715>	"Vas deferens cell of pedigree Z4.aapaapaa."	
<http://purl.obolibrary.org/obo/WBbt_0007907>	"nucleus of pedigree TR.apapp"	
<http://purl.obolibrary.org/obo/WBbt_0005818>	"body wall muscle of vental left quadrant, formed by a row of body wall muscle cell, (23 mature, 19 at hatching)."	
<http://purl.obolibrary.org/obo/WBbt_0008107>	"post-embryonic cell of pedigree P11.aap in male."	
<http://purl.obolibrary.org/obo/WBbt_0004750>	"Postembryonic seam hypodermal cells, make alae; of pedigree V3L.ppppp."	
<http://purl.obolibrary.org/obo/WBbt_0007914>	"nucleus of pedigree TR.apappapp"	
<http://purl.obolibrary.org/obo/WBbt_0007047>	"post-embryonic cell of pedigree B.alap"	
<http://purl.obolibrary.org/obo/WBbt_0007724>	"post-embryonic cell of pedigree Z4.aap[p/r]ap"	
<http://purl.obolibrary.org/obo/WBbt_0005061>	"Inner seminal vesicle cell of pedigree Z1.ppaaaaa."	
<http://purl.obolibrary.org/obo/WBbt_0002151>	"nucleus of pedigree E.arppa"	
<http://purl.obolibrary.org/obo/WBbt_0003899>		
<http://purl.obolibrary.org/obo/WBbt_0002663>	"nucleus of pedigree V6L.papapapp"	
<http://purl.obolibrary.org/obo/WBbt_0006656>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002990>	"nucleus of pedigree V2R.pappp"	
<http://purl.obolibrary.org/obo/WBbt_0006374>	"Embryonic cell of lineage Cpapap fuses into embryonic large hypodermal syncytium hyp7."	
<http://purl.obolibrary.org/obo/WBbt_0001465>	"nucleus of pedigree ABpraaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007107>	"post-embryonic cell of pedigree E.alapa"	
<http://purl.obolibrary.org/obo/WBbt_0007234>	"post-embryonic cell of pedigree P12.pp"	
<http://purl.obolibrary.org/obo/WBbt_0005194>		
<http://purl.obolibrary.org/obo/WBbt_0001602>	"nucleus of pedigree ABprppp"	
<http://purl.obolibrary.org/obo/WBbt_0003966>	"Male sensory rays, neuron, darkly staining tip, open to outside"	
<http://purl.obolibrary.org/obo/WBbt_0002718>	"nucleus of pedigree ABprpappapa"	
<http://purl.obolibrary.org/obo/WBbt_0006658>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0002803>	"nucleus of pedigree SM2R.app"	
<http://purl.obolibrary.org/obo/WBbt_0008591>	"A diploid immature germ cell which forms in the gonad when a spermatogonial stem cell buds off from the rachis to form a single cell that quickly enters metaphase I and divides to form secondary spermatocytes attached to a residual body."	
<http://purl.obolibrary.org/obo/WBbt_0007199>	"post-embryonic cell of pedigree M.vrpaaaa"	
<http://purl.obolibrary.org/obo/WBbt_0002959>	"nucleus of pedigree V1R.ppp"	
<http://purl.obolibrary.org/obo/WBbt_0006657>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006524>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0005193>		
<http://purl.obolibrary.org/obo/WBbt_0003851>	"Neuron class of two interneurons, processes in ventral cord and ring, few synapses."	
<http://purl.obolibrary.org/obo/WBbt_0002168>	"nucleus of pedigree Eprppa"	
<http://purl.obolibrary.org/obo/WBbt_0007392>	"post-embryonic cell of pedigree V1L.pap"	
<http://purl.obolibrary.org/obo/WBbt_0007759>	"post-embryonic cell of pedigree Z4.apaaa"	
<http://purl.obolibrary.org/obo/WBbt_0007049>	"post-embryonic cell of pedigree B.alapaa"	
<http://purl.obolibrary.org/obo/WBbt_0008055>	"male tail seam cell, R7 left."	
<http://purl.obolibrary.org/obo/WBbt_0008257>	"ventral left quadrant muscle of body wall."	
<http://purl.obolibrary.org/obo/WBbt_0008043>	"male tail seam cell, R1 left."	
<http://purl.obolibrary.org/obo/WBbt_0001925>	"nucleus of pedigree Dappap"	
<http://purl.obolibrary.org/obo/WBbt_0003896>		
<http://purl.obolibrary.org/obo/WBbt_0008638>	"Nucleus of pedigree Z4.appaaap in hermaphrodite."	
<http://purl.obolibrary.org/obo/WBbt_0003897>		
<http://purl.obolibrary.org/obo/WBbt_0004851>	"Vulval muscle 2, of lineage M.vrpaaapa."	
<http://purl.obolibrary.org/obo/WBbt_0002056>	"nucleus of pedigree H1R.aa"	
<http://purl.obolibrary.org/obo/WBbt_0006654>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0008040>	"PDA neuron in male."	
<http://purl.obolibrary.org/obo/WBbt_0002998>	"nucleus of pedigree ABplappapa"	
<http://purl.obolibrary.org/obo/WBbt_0003735>	"pharyngeal muscle cell syncytium, layer five, right subventral."	
<http://purl.obolibrary.org/obo/WBbt_0005196>		
<http://purl.obolibrary.org/obo/WBbt_0007644>	"post-embryonic cell of pedigree Z1.ppaapa"	
<http://purl.obolibrary.org/obo/WBbt_0002417>	"nucleus of pedigree MSppapap"	
<http://purl.obolibrary.org/obo/WBbt_0003626>	"nucleus of pedigree Y.a"	
<http://purl.obolibrary.org/obo/WBbt_0006930>	"sensory organ of male hook."	
<http://purl.obolibrary.org/obo/WBbt_0008570>	"Post-embryonic cell of pedigree Z4.aaaaaa in male."	
<http://purl.obolibrary.org/obo/WBbt_0003898>		
<http://purl.obolibrary.org/obo/WBbt_0003275>	"nucleus of pedigree Y.prpa"	
<http://purl.obolibrary.org/obo/WBbt_0006522>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006655>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0003766>	"Ventral uterus, cell of pedigree Z4.aappapa (5L), a precursor of anterior ut3."	
<http://purl.obolibrary.org/obo/WBbt_0005674>	"nucleus of pedigree Z1.ppp(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0005195>		
<http://purl.obolibrary.org/obo/WBbt_0006827>	"Neuron class of two neurons that are closely associated with the excretory canal."	
<http://purl.obolibrary.org/obo/WBbt_0001629>	"nucleus of pedigree ABalpppppaa"	
<http://purl.obolibrary.org/obo/WBbt_0001851>	"nucleus of pedigree Cppap"	
<http://purl.obolibrary.org/obo/WBbt_0001813>	"nucleus of pedigree Cappa"	
<http://purl.obolibrary.org/obo/WBbt_0005681>	"nucleus of pedigree Z1.ppaaa[p/r]a(5R)"	
<http://purl.obolibrary.org/obo/WBbt_0007722>	"post-embryonic cell of pedigree Z4.aap[p/r]aa[a/d]"	
<http://purl.obolibrary.org/obo/WBbt_0008533>		
<http://purl.obolibrary.org/obo/WBbt_0006516>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0006649>	"embryonic cell"	
<http://purl.obolibrary.org/obo/WBbt_0001086>	"nucleus of pedigree ABalapppapa"	
<http://purl.obolibrary.org/obo/WBbt_0007157>	"post-embryonic cell of pedigree H2R.p"	
<http://purl.obolibrary.org/obo/WBbt_0008611>	"A cell that is the AB blast cell or is a lineal descendant of AB."	
<http://purl.obolibrary.org/obo/WBbt_0004118>	"Neuron, striated rootlet in male, possibly sensory in tail spike"	
<http://purl.obolibrary.org/obo/WBbt_0003422>	"nucleus of pedigree Z1.ppaapp(5L)"	
<http://purl.obolibrary.org/obo/WBbt_0002325>	"nucleus of pedigree MSaapaapap"	
<http://purl.obolibrary.org/obo/WBbt_0002144>	"nucleus of pedigree Eplaa"	
